Time (min),C (md.ft),Inj. P (psi)
2019.01,91.99,21.2
2020.01,93.09,21
2021.01,92.35,21.2
2022.01,91.23,21.2
2023.01,92.68,21.2
2024.01,92.12,21.2
2025.01,93.02,21.2
2026.01,91.84,21.2
2027.01,91.15,21.2
2028.01,91.3,21.2
2029.01,93.21,21.2
2030.01,93.25,21
2031.01,92.87,21.2
2032.01,92.84,21
2033.01,93.32,21
2034.01,92.17,21
2035.01,94.37,21.2
2036.01,91.73,21
2037.01,94.18,21
2038.01,92.1,21
2039.01,94.39,21
2040.01,93.49,21
2041.01,93.62,21
2042.01,92.26,21
2043.01,93.41,21
2044.01,92.39,21
2045.01,92.42,21
2046.01,92.99,21
2047.01,94.74,21
2048.01,92.81,21
2049.01,92.78,21.2
2050.01,91.62,21
2051.01,93.15,21
2052.01,93.72,21
2053.01,92.93,21
2054.01,90.46,21
2055.01,92.83,21
2056.01,92.11,21
2057.01,92.98,21
2058.01,93.14,21
2059.01,92.46,21
2060.01,91.16,21
2061.01,92.99,21
2062.01,94.4,21
2063.01,92.26,21
2064.01,94.15,21
2065.01,93.53,21
2066.01,91.47,21
2067.01,93.52,21
2068.01,93.11,21
2069.01,92.53,21
2070.01,93.13,21
2071.01,91.23,21
2072.01,94.09,21
2073.01,93.78,21
2074.01,93.02,21
2075.01,94.05,21
2076.01,92.15,21
2077.01,91.61,21
2078.01,94.03,21
2079.01,93.31,21
2080.01,93.46,21
2081.01,94.34,20.8
2082.01,95.59,21
2083.01,92.78,21
2084.01,93.27,21
2085.01,91,21
2086.01,93.92,21
2087.01,90.9,21
2088.01,93.59,21
2089.01,92.3,21
2090.01,92.43,21
2091.01,90.96,21
2092.01,93.3,21
2093.01,93.26,21
2094.01,93,20.8
2095.01,91.78,21
2096.01,92.22,21
2097.01,92.93,21
2098.01,93.29,21
2099.01,91.24,21
2100.01,93.43,20.8
2101.01,93.11,21
2102.01,93.59,20.8
2103.01,91.85,21
2104.01,94.34,21
2105.01,93.22,21
2106.01,92.6,21
2107.01,92.7,21
2108.01,93.74,21
2109.01,94.02,21
2110.01,91.85,21
2111.01,93.28,20.8
2112.01,92.97,21
2113.01,91.91,21
2114.01,92.94,21
2115.01,94.96,21
2116.01,94.27,20.8
2117.01,94.08,21
2118.01,92.97,20.8
2119.01,93.25,20.8
2120.01,93.68,21
2121.01,93.29,21
2122.01,92.71,20.8
2123.01,92.26,21
2124.01,93.16,21
2125.01,92.04,21
2126.01,91.36,20.8
2127.01,92.59,21
2128.01,93.23,21
2129.01,92.6,20.8
2130.01,92.51,21
2131.01,90.62,20.8
2132.01,93.54,21
2133.01,92.75,20.8
2134.01,93.64,20.8
2135.01,92.21,21
2136.01,94.18,21
2137.01,90.65,21
2138.01,94.5,20.8
2139.01,92.73,21
2140.01,90.23,21
2141.01,92.87,20.8
2142.01,93.63,21
2143.01,94.42,20.8
2144.01,95.21,20.8
2145.01,92.93,20.8
2146.01,93,20.8
2147.01,90.77,20.8
2148.01,91.48,20.8
2149.01,92.38,20.8
2150.01,90.82,20.8
2151.01,92.55,21
2152.01,92.41,21
2153.01,94.02,20.8
2154.01,91.46,20.8
2155.01,91.49,21
2156.01,91.65,21
2157.01,92.21,20.8
2158.01,92.62,21
2159.01,92.81,20.8
2160.01,92.87,20.8
2161.01,91.9,20.8
2162.01,91.94,20.8
2163.01,91.86,20.8
2164.01,92.67,20.8
2165.01,91.2,20.8
2166.01,94.44,20.8
2167.01,93.2,20.8
2168.01,92.51,20.8
2169.01,92.9,20.8
2170.01,90.52,20.8
2171.01,94.35,21
2172.01,92.76,20.8
2173.01,93.72,21
2174.01,92.01,21
2175.01,93.3,20.8
2176.01,92.27,20.8
2177.01,92.73,20.8
2178.01,93.17,20.8
2179.01,93.19,20.8
2180.01,91.99,20.8
2181.01,92.25,21
2182.01,92.84,20.8
2183.01,91.25,20.8
2184.01,92.22,20.8
2185.01,92.86,20.8
2186.01,91.01,20.8
2187.01,93.33,20.8
2188.01,93.58,20.8
2189.01,92.51,20.8
2190.01,92.79,20.8
2191.01,93.32,20.8
2192.01,92.99,20.8
2193.01,92.48,20.8
2194.01,93.42,20.8
2195.01,93.36,20.8
2196.01,92.63,20.8
2197.01,93.23,20.8
2198.01,94.95,20.8
2199.01,92.84,20.8
2200.01,93.62,20.8
2201.01,92.32,20.8
2202.01,93.23,20.8
2203.01,93.13,20.8
2204.01,92.59,20.8
2205.01,91.34,20.8
2206.01,93.47,20.8
2207.01,93.98,20.8
2208.01,93.61,20.8
2209.01,94.33,20.8
2210.01,93.15,20.8
2211.01,93.31,20.8
2212.01,92.4,20.8
2213.01,94.22,20.8
2214.01,93.25,20.8
2215.01,94.96,20.8
2216.01,92.67,20.8
2217.01,92.71,20.8
2218.01,92.68,20.8
2219.01,92.12,20.8
2220.01,94.17,20.8
2221.01,93.43,20.8
2222.01,92.75,20.8
2223.01,93.13,20.8
2224.01,92.13,20.8
2225.01,91.2,21
2226.01,93.41,20.8
2227.01,93.09,20.8
2228.01,91.16,20.8
2229.01,92.59,20.8
2230.01,94.12,20.8
2231.01,90.63,20.8
2232.01,92.52,20.8
2233.01,93.44,20.8
2234.01,92.26,20.8
2235.01,92.06,20.8
2236.01,92.65,20.8
2237.01,92.12,20.8
2238.01,93.45,20.8
2239.01,94.04,20.8
2240.01,92.12,20.8
2241.01,92.82,20.8
2242.01,94.53,20.8
2243.01,90.28,20.8
2244.01,90.92,20.8
2245.01,91,20.8
2246.01,93.04,20.8
2247.01,91.78,20.8
2248.01,90.85,20.8
2249.01,93.13,20.8
2250.01,93.59,20.8
2251.01,93.69,20.8
2252.01,93.6,20.8
2253.01,93.63,20.6
2254.01,91.83,20.6
2255.01,92.47,20.8
2256.01,93.15,20.8
2257.01,93.94,20.8
2258.01,92.62,20.8
2259.01,92.23,20.8
2260.01,93.16,20.8
2261.01,95.12,20.6
2262.01,93.26,20.8
2263.01,93.43,20.8
2264.01,93.53,20.8
2265.01,92.6,20.8
2266.01,94.96,20.8
2267.01,93.13,20.8
2268.01,93.39,20.8
2269.01,93.29,20.8
2270.01,93.25,20.8
2271.01,93.36,20.8
2272.01,94.65,20.8
2273.01,92.19,20.8
2274.01,91.89,20.8
2275.01,93.83,20.8
2276.01,93.53,20.8
2277.01,94.2,20.8
2278.01,93.33,20.8
2279.01,93.2,20.6
2280.01,92.96,21.2
2281.01,91.34,21.2
2282.01,93.97,21.2
2283.01,92.3,21
2284.01,93.53,21.2
2285.01,93.45,21.2
2286.01,92.99,21.2
2287.01,92.88,21.2
2288.01,95.46,21.2
2289.01,92.34,21.4
2290.01,91.21,21.4
2291.01,92.13,21.4
2292.01,92.29,21.4
2293.01,93.81,21.4
2294.01,92.89,21.4
2295.01,92.65,21.4
2296.01,94.59,21.6
2297.01,92.13,21.6
2298.01,92.1,21.4
2299.01,93.58,21.6
2300.01,92.93,21.6
2301.01,94.31,21.4
2302.01,92.67,21.4
2303.01,92.18,21.6
2304.01,92.3,21.4
2305.01,93.17,21.4
2306.01,92.99,21.4
2307.01,94.92,21.4
2308.01,94.93,21.4
2309.01,94.08,21.4
2310.01,94.06,21.6
2311.01,92.81,21.4
2312.01,95.97,21.6
2313.01,92.82,21.4
2314.01,94.1,21.4
2315.01,94.95,21.4
2316.01,95.4,21.4
2317.01,94.05,21.4
2318.01,92.31,21.4
2319.01,93.45,21.4
2320.01,93,21.4
2321.01,92.54,21.4
2322.01,93.21,21.6
2323.01,92.08,21.4
2324.01,93.15,21.4
2325.01,93.77,21.6
2326.01,94.8,21.4
2327.01,93.23,21.4
2328.01,94.68,21.4
2329.01,93.91,21.6
2330.01,93.36,21.6
2331.01,93.98,21.4
2332.01,91.72,21.4
2333.01,91.71,21.4
2334.01,92.39,21.4
2335.01,92.31,21.6
2336.01,93.62,21.6
2337.01,93.96,21.4
2338.01,92.8,21.4
2339.01,92.72,21.4
2340.01,92.58,21.4
2341.01,93.94,21.4
2342.01,93.02,21.4
2343.01,95.17,21.4
2344.01,92.82,21.4
2345.01,91.78,21.4
2346.01,95.11,21.4
2347.01,95.05,21.4
2348.01,95.02,21.4
2349.01,94.18,21.4
2350.01,94.49,21.4
2351.01,93.17,21.4
2352.01,93.62,21.4
2353.01,95.07,21.4
2354.01,97.59,21.4
2355.01,94.96,21.4
2356.01,93.65,21.4
2357.01,93.61,21.4
2358.01,94.77,21.4
2359.01,94.1,21.4
2360.01,92.55,21.4
2361.01,93.26,21.4
2362.01,93.49,21.4
2363.01,93.69,21.6
2364.01,96.26,21.4
2365.01,93.6,21.4
2366.01,93.88,21.4
2367.01,93.04,21.4
2368.01,93.4,21.4
2369.01,92.98,21.4
2370.01,95.63,21.4
2371.01,95.39,21.4
2372.01,94.89,21.4
2373.01,93.33,21.4
2374.01,93.6,21.4
2375.01,94.58,21.4
2376.01,95.55,21.6
2377.01,92.98,21.6
2378.01,92.43,21.6
2379.01,92.86,21.4
2380.01,93.1,21.4
2381.01,92.84,21.6
2382.01,93.42,21.4
2383.01,92.17,21.4
2384.01,93.6,21.4
2385.01,95.42,21.6
2386.01,93.33,21.4
2387.01,93.67,21.4
2388.01,94.32,21.4
2389.01,95.27,21.4
2390.01,94.12,21.4
2391.01,94.43,21.4
2392.01,93.68,21.4
2393.01,94.54,21.4
2394.01,94.05,21.4
2395.01,94.56,21.4
2396.01,94.01,21.4
2397.01,95.92,21.4
2398.01,93.99,21.4
2399.01,93.58,21.4
2400.01,96.45,21.4
2401.01,94.24,21.4
2402.01,93.01,21.4
2403.01,93.93,21.4
2404.01,94.63,21.4
2405.01,93.64,21.4
2406.01,94.69,21.4
2407.01,94.81,21.6
2408.01,94.09,21.4
2409.01,94.17,21.6
2410.01,93.22,21.4
2411.01,94.54,21.4
2412.01,92.96,21.4
2413.01,93.18,21.4
2414.01,93.67,21.4
2415.01,94.31,21.4
2416.01,94.06,21.4
2417.01,92.48,21.6
2418.01,94.47,21.4
2419.01,94.67,21.4
2420.01,94.23,21.6
2421.01,93.9,21.6
2422.01,94.7,21.4
2423.01,95.7,21.4
2424.01,92.58,21.4
2425.01,94.9,21.4
2426.01,93.76,21.4
2427.01,94,21.6
2428.01,94.07,21.4
2429.01,92.97,21.4
2430.01,93.91,21.4
2431.01,93.27,21.4
2432.01,92.73,21.4
2433.01,94.62,21.6
2434.01,94.51,21.4
2435.01,94.99,21.4
2436.01,94.52,21.6
2437.01,93.79,21.4
2438.01,94.98,21.6
2439.01,93.53,21.4
2440.01,94.45,21.4
2441.01,94.12,21.4
2442.01,94.18,21.4
2443.01,95.17,21.6
2444.01,94.12,21.4
2445.01,94.44,21.4
2446.01,94.21,21.4
2447.01,94.71,21.4
2448.01,93.67,21.4
2449.01,94.35,21.4
2450.01,95.59,21.4
2451.01,93.37,21.4
2452.01,95.6,21.4
2453.01,92.9,21.4
2454.01,94.53,21.4
2455.01,96.26,21.4
2456.01,94.73,21.4
2457.01,93.18,21.4
2458.01,93.47,21.4
2459.01,94.43,21.4
2460.01,94.61,21.6
2461.01,95.41,21.4
2462.01,93.88,21.4
2463.01,95.03,21.4
2464.01,93.93,21.4
2465.01,95,21.4
2466.01,94.39,21.4
2467.01,93.92,21.4
2468.01,94.56,21.4
2469.01,96.58,21.4
2470.01,92.15,21.6
2471.01,94.76,21.4
2472.01,94.7,21.4
2473.01,93.43,21.4
2474.01,93.61,21.4
2475.01,92.85,21.4
2476.01,92.72,21.4
2477.01,92.55,21.4
2478.01,91.14,21.4
2479.01,92.07,21.4
2480.01,93.21,21.4
2481.01,94.2,21.2
2482.01,94.97,21.4
2483.01,94.75,21.4
2484.01,92.83,21.4
2485.01,94.98,21.4
2486.01,93.37,21.4
2487.01,94.05,21.4
2488.01,93.04,21.4
2489.01,93.73,21.4
2490.01,92.12,21.4
2491.01,94.41,21.4
2492.01,94.22,21.4
2493.01,96.32,21.4
2494.01,92.79,21.2
2495.01,93.5,21.4
2496.01,93.11,21.4
2497.01,93.39,21.2
2498.01,94.37,21.4
2499.01,92.89,21.4
2500.01,94.23,21.4
2501.01,93.79,21.4
2502.01,94.89,21.4
2503.01,92.67,21.4
2504.01,94.31,21.4
2505.01,94.01,21.4
2506.01,93.9,21.4
2507.01,93.89,21.4
2508.01,93.63,21.4
2509.01,96.68,21.4
2510.01,92.41,21.4
2511.01,93.16,21.4
2512.01,93.63,21.4
2513.01,93.38,21.4
2514.01,93.18,21.4
2515.01,93.61,21.4
2516.01,92.88,21.4
2517.01,92.65,21.4
2518.01,94.29,21.4
2519.01,91.3,21.4
2520.01,93.4,21.4
2521.01,93.67,21.4
2522.01,94.11,21.4
2523.01,95.1,21.4
2524.01,94.41,21.4
2525.01,92.98,21.4
2526.01,93.41,21.2
2527.01,92.56,21.4
2528.01,93.96,21.4
2529.01,93.74,21.4
2530.01,93.52,21.4
2531.01,94.89,21.2
2532.01,93.3,21.4
2533.01,94.67,21.4
2534.01,93.96,21.4
2535.01,93.24,21.2
2536.01,92.54,21.4
2537.01,94.28,21.4
2538.01,95.55,21.2
2539.01,93.5,21.4
2540.01,91.45,21.4
2541.01,92.92,21.4
2542.01,94.31,21.2
2543.01,94.59,21.4
2544.01,92.81,21.4
2545.01,94.66,21.4
2546.01,93.94,21.4
2547.01,94.81,21.4
2548.01,93.03,21.4
2549.01,94.71,21.4
2550.01,93.26,21.4
2551.01,92.81,21.2
2552.01,94.39,21.4
2553.01,95.67,21.4
2554.01,95.91,21.2
2555.01,94.73,21.2
2556.01,94.66,21.4
2557.01,94.41,21.4
2558.01,92.98,21.4
2559.01,93.97,21.2
2560.01,93.6,21.2
2561.01,94.12,21.4
2562.01,95.55,21.4
2563.01,94.93,21.4
2564.01,92.54,21.2
2565.01,95.04,21.4
2566.01,95.59,21.2
2567.01,92.96,21.4
2568.01,93.33,21.4
2569.01,94.46,21.2
2570.01,95.12,21.4
2571.01,93.42,21.4
2572.01,95.22,21.4
2573.01,93.12,21.4
2574.01,92.02,21.2
2575.01,92.15,21.2
2576.01,95.16,21.2
2577.01,95.62,21.4
2578.01,93.67,21.2
2579.01,96.31,21.4
2580.01,91.58,21.2
2581.01,93.96,21.4
2582.01,94,21.2
2583.01,94.05,21.2
2584.01,93.56,21.4
2585.01,95.7,21.4
2586.01,92.93,21.4
2587.01,92.88,21.2
2588.01,94.17,21.2
2589.01,94.95,21.4
2590.01,95.01,21.2
2591.01,94.75,21.4
2592.01,95.25,21.2
2593.01,94.57,21.4
2594.01,94.5,21.4
2595.01,94.75,21.2
2596.01,95.07,21.4
2597.01,95.54,21.4
2598.01,95.49,21.4
2599.01,93.38,21.4
2600.01,92.21,21.4
2601.01,94.27,21.4
2602.01,95.39,21.4
2603.01,94.01,21.4
2604.01,95.46,21.2
2605.01,95.07,21.4
2606.01,93.58,21.4
2607.01,96.01,21.4
2608.01,93.91,21.4
2609.01,94.87,21.2
2610.01,95.29,21.4
2611.01,95.95,21.4
2612.01,94.17,21.4
2613.01,92.84,21.4
2614.01,95.19,21.4
2615.01,93.94,21.4
2616.01,95.11,21.4
2617.01,93.85,21.4
2618.01,94.2,21.4
2619.01,95.61,21.2
2620.01,94.01,21.2
2621.01,94.04,21.2
2622.01,93.72,21.4
2623.01,93.87,21.4
2624.01,95.55,21.4
2625.01,93.22,21.2
2626.01,94.04,21.4
2627.01,94.88,21.4
2628.01,95.29,21.4
2629.01,94.43,21.4
2630.01,93.14,21.4
2631.01,93.85,21.4
2632.01,93.72,21.4
2633.01,94.14,21.2
2634.01,94.59,21.4
2635.01,94.11,21.4
2636.01,94.43,21.4
2637.01,92.74,21.2
2638.01,94.2,21.4
2639.01,93.98,21.4
2640.01,94.61,21.4
2641.01,95.37,21.4
2642.01,95.1,21.2
2643.01,95.46,21.4
2644.01,91.09,21.4
2645.01,93.98,21.4
2646.01,94.53,21.4
2647.01,93.1,21.2
2648.01,92.09,21.4
2649.01,94.69,21.4
2650.01,94.78,21.2
2651.01,94.38,21.4
2652.01,94.37,21.4
2653.01,93.87,21.4
2654.01,95.74,21.4
2655.01,94.61,21.4
2656.01,94.23,21.4
2657.01,92.66,21.4
2658.01,94.37,21.2
2659.01,94.27,21.2
2660.01,92.9,21.2
2661.01,94,21.4
2662.01,98.41,21.4
2663.01,95.55,21.4
2664.01,94.6,21.6
2665.01,94.62,21.4
2666.01,96.38,21.4
2667.01,93.94,21.4
2668.01,95.68,21.4
2669.01,94.08,21.4
2670.01,94.17,21.4
2671.01,97.35,21.4
2672.01,92.21,21.4
2673.01,95.78,21.4
2674.01,95.45,21.6
2675.01,94.6,21.4
2676.01,94.97,21.4
2677.01,95.08,21.4
2678.01,95.66,21.6
2679.01,94.5,21.4
2680.01,96.05,21.6
2681.01,95.98,21.6
2682.01,96.08,21.4
2683.01,94.12,21.4
2684.01,94.46,21.6
2685.01,95.25,21.6
2686.01,95.59,21.6
2687.01,94.08,21.6
2688.01,95.89,21.6
2689.01,94.22,21.6
2690.01,96.01,21.4
2691.01,94.6,21.4
2692.01,94.17,21.6
2693.01,95.21,21.4
2694.01,94.58,21.6
2695.01,94.72,21.6
2696.01,94.4,21.6
2697.01,94.72,21.6
2698.01,94.77,21.4
2699.01,95.23,21.6
2700.01,95.22,21.4
2701.01,94.69,21.4
2702.01,96.17,21.4
2703.01,93.14,21.6
2704.01,95.61,21.6
2705.01,94.64,21.6
2706.01,94.77,21.4
2707.01,95.81,21.4
2708.01,96.68,21.6
2709.01,94.19,21.6
2710.01,95.23,21.6
2711.01,95.98,21.6
2712.01,95.24,21.6
2713.01,95.4,21.6
2714.01,96.76,21.6
2715.01,94.85,21.4
2716.01,93.62,21.6
2717.01,93.72,21.6
2718.01,95.82,21.6
2719.01,95.37,21.6
2720.01,96.38,21.6
2721.01,93.93,21.6
2722.01,96.09,21.6
2723.01,95.58,21.6
2724.01,94.68,21.6
2725.01,96.4,21.6
2726.01,95.02,21.6
2727.01,95.54,21.4
2728.01,96.25,21.6
2729.01,97.72,21.4
2730.01,94.1,21.6
2731.01,96.68,21.6
2732.01,94.18,21.6
2733.01,96.17,21.4
2734.01,94.98,21.6
2735.01,95.81,21.4
2736.01,95.22,21.6
2737.01,94.4,21.6
2738.01,94.12,21.6
2739.01,94.87,21.6
2740.01,93.02,21.6
2741.01,93.86,21.6
2742.01,94.19,21.6
2743.01,96.37,21.6
2744.01,97.1,21.6
2745.01,95.76,21.6
2746.01,94.22,21.6
2747.01,93.15,21.6
2748.01,95.13,21.6
2749.01,94.99,21.6
2750.01,95.28,21.6
2751.01,95.28,21.6
2752.01,95.74,21.6
2753.01,96.2,21.6
2754.01,96,21.6
2755.01,95.03,21.6
2756.01,94.02,21.6
2757.01,92.95,21.6
2758.01,93.85,21.6
2759.01,94.36,21.6
2760.01,93.77,21.6
2761.01,94.88,21.6
2762.01,93.73,21.6
2763.01,94.28,21.4
2764.01,94.98,21.6
2765.01,93.13,21.6
2766.01,94.23,21.6
2767.01,95.04,21.6
2768.01,96.19,21.6
2769.01,94.45,21.6
2770.01,94.13,21.4
2771.01,94.69,21.6
2772.01,93.84,21.6
2773.01,93.57,21.6
2774.01,93.77,21.6
2775.01,94.38,21.6
2776.01,95.08,21.6
2777.01,92.55,21.6
2778.01,95.49,21.6
2779.01,95.25,21.4
2780.01,95.01,21.6
2781.01,94.47,21.6
2782.01,94.75,21.6
2783.01,94.01,21.6
2784.01,93.78,21.6
2785.01,95.75,21.6
2786.01,95.26,21.6
2787.01,94.81,21.6
2788.01,94.18,21.6
2789.01,94.71,21.6
2790.01,94.25,21.6
2791.01,93.47,21.4
2792.01,94.97,21.6
2793.01,94.85,21.6
2794.01,93.02,21.6
2795.01,95.29,21.8
2796.01,94.74,21.6
2797.01,95.18,21.6
2798.01,94.64,21.6
2799.01,95.29,21.6
2800.01,94.45,21.6
2801.01,94.52,21.6
2802.01,94.96,21.6
2803.01,94.71,21.6
2804.01,94.86,21.6
2805.01,93.33,21.6
2806.01,94.78,21.6
2807.01,94.32,21.6
2808.01,94.63,21.6
2809.01,92.27,21.6
2810.01,94.05,21.6
2811.01,95.05,21.6
2812.01,94.84,21.6
2813.01,93.61,21.6
2814.01,96.37,21.6
2815.01,94.69,21.6
2816.01,93.92,21.4
2817.01,95.07,21.6
2818.01,95.87,21.6
2819.01,94.87,21.6
2820.01,93.94,21.6
2821.01,95.14,21.6
2822.01,94.97,21.6
2823.01,93.5,21.6
2824.01,95.25,21.6
2825.01,95.58,21.6
2826.01,94.85,21.6
2827.01,93.63,21.6
2828.01,94.87,21.6
2829.01,94.38,21.6
2830.01,97.22,21.6
2831.01,94.42,21.6
2832.01,92.86,21.6
2833.01,93.97,21.6
2834.01,95.38,21.6
2835.01,95.04,21.6
2836.01,94.83,21.6
2837.01,95.06,21.6
2838.01,93.8,21.6
2839.01,93.92,21.6
2840.01,95.26,21.6
2841.01,94.05,21.6
2842.01,94.05,21.6
2843.01,93.42,21.6
2844.01,93.95,21.6
2845.01,95.48,21.6
2846.01,96.11,21.6
2847.01,94.54,21.6
2848.01,95.71,21.6
2849.01,95.1,21.6
2850.01,95.64,21.6
2851.01,94.88,21.6
2852.01,93.78,21.6
2853.01,94.02,21.6
2854.01,94.61,21.6
2855.01,94.26,21.6
2856.01,95.82,21.6
2857.01,94.29,21.6
2858.01,95.13,21.6
2859.01,94.53,21.6
2860.01,95.22,21.6
2861.01,93.34,21.6
2862.01,94.22,21.6
2863.01,94.78,21.6
2864.01,94.5,21.6
2865.01,94.13,21.6
2866.01,94.61,21.6
2867.01,95.32,21.6
2868.01,93.79,21.8
2869.01,92.04,21.6
2870.01,96.04,21.6
2871.01,94.6,21.8
2872.01,94.37,21.6
2873.01,96.49,21.6
2874.01,96.49,21.6
2875.01,95.23,21.6
2876.01,94.67,21.6
2877.01,94.28,21.6
2878.01,95.24,21.6
2879.01,94.92,21.6
2880.01,96.02,21.6
2881.01,95.04,21.6
2882.01,94.16,21.6
2883.01,93,21.8
2884.01,95.08,21.8
2885.01,94.31,21.6
2886.01,93.27,21.6
2887.01,96.54,21.6
2888.01,94.72,21.8
2889.01,94.4,21.6
2890.01,94.08,21.6
2891.01,94.51,21.6
2892.01,94.16,21.6
2893.01,93.11,21.6
2894.01,92.31,21.6
2895.01,95.55,21.6
2896.01,94.11,21.6
2897.01,94.51,21.8
2898.01,95.74,21.6
2899.01,95.84,21.6
2900.01,94.9,21.6
2901.01,95.76,21.6
2902.01,94.88,21.6
2903.01,93.56,21.6
2904.01,95.09,21.6
2905.01,94.6,21.6
2906.01,95.04,21.8
2907.01,94.76,21.6
2908.01,95.78,21.8
2909.01,92.86,21.6
2910.01,95.39,21.6
2911.01,94.18,21.6
2912.01,94.45,21.6
2913.01,94.17,21.8
2914.01,95.42,21.8
2915.01,95.99,21.8
2916.01,95.66,21.6
2917.01,96.2,21.6
2918.01,94.55,21.8
2919.01,96.33,21.6
2920.01,96.33,21.6
2921.01,95.06,21.6
2922.01,93.56,21.6
2923.01,97.05,21.6
2924.01,95.5,21.6
2925.01,96.21,21.8
2926.01,95.67,21.6
2927.01,98.75,21.6
2928.01,98.12,21.6
2929.01,94.76,21.6
2930.01,94.9,21.6
2931.01,96.42,21.6
2932.01,96.87,21.6
2933.01,96.52,21.6
2934.01,96.51,21.6
2935.01,95.76,21.6
2936.01,98.23,21.6
2937.01,95.81,21.6
2938.01,96.81,21.6
2939.01,96.47,21.6
2940.01,96.19,21.6
2941.01,95.58,21.6
2942.01,95.68,21.6
2943.01,96.62,21.8
2944.01,95.67,21.6
2945.01,95.97,21.8
2946.01,96.44,21.8
2947.01,94.44,21.6
2948.01,93.88,21.6
2949.01,94.9,21.6
2950.01,95.41,21.6
2951.01,96.71,21.6
2952.01,96.64,21.6
2953.01,96.1,21.6
2954.01,97.43,21.6
2955.01,95.38,21.6
2956.01,96.4,21.8
2957.01,96.53,21.6
2958.01,96.02,21.6
2959.01,96.89,21.6
2960.01,97.72,21.6
2961.01,97.23,21.6
2962.01,96.05,21.8
2963.01,96.38,21.8
2964.01,95.55,21.6
2965.01,95.83,21.8
2966.01,97.18,21.8
2967.01,95.58,21.6
2968.01,97.17,21.6
2969.01,97.55,21.6
2970.01,97.43,21.6
2971.01,97.86,21.6
2972.01,96.41,21.8
2973.01,96.44,21.8
2974.01,96.06,21.8
2975.01,95.22,21.6
2976.01,97.07,21.8
2977.01,96.01,21.6
2978.01,95.99,21.6
2979.01,97.49,21.8
2980.01,95.86,21.8
2981.01,95.1,21.6
2982.01,96.66,21.6
2983.01,95.24,21.8
2984.01,96.16,21.8
2985.01,95.7,21.8
2986.01,96.83,21.8
2987.01,95.47,21.8
2988.01,96.32,21.8
2989.01,97.42,21.6
2990.01,96.08,21.8
2991.01,95.89,21.8
2992.01,96.72,21.6
2993.01,93.77,21.8
2994.01,95.93,21.8
2995.01,94.6,21.6
2996.01,95.74,21.6
2997.01,96.08,21.6
2998.01,96.16,21.8
2999.01,96.11,21.8
